word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
abbreviate,verb,P.O. is abbreviated from Post Office.,P.O. 是 Post Office（郵局）的縮寫。,縮寫；使簡略；縮短,abridge; shorten,amplify; lengthen,brevi 有「短」的聯想，因此 abbreviate 表縮短、縮寫。,162,,4
abortion,noun,She has just gone through with an abortion and her husband knew nothing about it.,她剛做了墮胎手術，而她丈夫對此一無所知。,流產；墮胎,miscarriage,,abortion 可指流產或人工墮胎。,162,,5
abstract,verb; noun,The professor abstracted his most significant views from his speech in the end. He made an abstract for his wife's book.,最後教授從演講中提取出最重要的觀點。他為妻子的書寫了內容概要。,使抽象化；抽取；提取；摘要；概要,remove; take away; extract; summary,,ab- 表離開，tract 表拉，引申為抽取；名詞則指從全文抽出的摘要。,162,,5
academic,adjective,The question is not purely academic and we had better put it at the first place.,這個問題不是純學術性的，我們最好把它放在第一位。,學術的；學院的；學究的,theoretical; scientific,,由 academy（學院）引申為學術的、學院的。,162,,4
acceptable,adjective,The minority don't think this proposal is acceptable.,少部分人認為這個提議不可接受。,可以接受的；令人滿意的,worthy; deserving,,accept + able，表示可以被接受的。,162,,4
accidental,adjective,Some of the document was purely accidental.,這份文件有些部分純屬意外。,偶然的；意外的；非主要的,unintentional; unplanned; incidental,,accident + al，表示偶然的、意外的。,162,,4
accomplish,verb,His dream was finally accomplished after thirty years' hard work.,經過三十年的努力工作後，他的夢想終於實現了。,達到（目的）；完成；實現,achieve; fulfill,begin; depart,accomplish 表把事情完成並達成目標。,162,163,5
accountable,adjective,She is too young to be held accountable for her actions.,她太小，還不能對自己的行為負責。,有解釋義務的；應負責任的,responsible; liable,unaccountable,account + able，表示能被要求說明、負責。,163,,5
accounting,noun,He decided to go in for accounting for he was good at maths.,因為他數學很好，所以他決定從事會計職業。,會計；會計學；結帳；帳單,audit,,account + ing，表示會計、會計學。,163,,4
accumulation,noun,Stop watching TV for an accumulation of homework is waiting to be done.,別看電視了，有一堆家庭作業要做。,積聚；累積；積聚物,treasure; tissue,,accumulate + ion，表示累積、積聚。,163,,5
acid rain,noun,Acid rain is harmful to many plants and animals.,酸雨對許多動植物都有害。,酸雨,,,acid + rain，字面即酸雨。,163,,5
adaptation,noun,The freshman made a quick adaptation to the college.,這名新生很快就適應了大學生活。,適應；適合；改編；改寫,adjustment,,adapt + ation，表示適應、改編。,163,,4
additional,adjective,There is no need to pay additional charges.,沒必要付額外的費用。,添加的；附加的；額外的,extra; spare,decreased,addition + al，表示附加的、額外的。,163,,4
adjust,verb,She can't adjust herself to the busy life in the city.,她不能適應城市裡的繁忙生活。,調整；調節；校正；適應,adapt; alter; arrange,derange; disturb,adjust oneself to 表示使自己適應。,163,,5
admission,noun,She gained admission to the most famous university.,她獲准進入那所最著名的大學。,允許進入；入場權；坦白,entrance; access,prohibition,ad + miss + ion，可聯想為「准許進入」。,163,164,5
adopt,verb,After second consideration she decided to adopt her friend's suggestion.,再三考慮後，她決定採用朋友的建議。,收養；採用；採取,accept; embrace,reject,ad + opt，opt 表選擇，引申為選擇採用。,164,,4
advantage,noun,Her good education gave her advantage over other applicants for the job.,良好的教育使她比其他求職者更具有優勢。,優勢；有利條件；利益,gain; benefit,disadvantage,advantage 指使人居於有利位置的條件。,164,,5
advertise,verb,You should advertise your new product.,你們應該為新產品做宣傳。,做廣告；做宣傳；公布,announce; notify,,advertise 表向大眾宣傳、公告。,164,,4
advocate,verb; noun,He advocated the new policy. She is a strong advocate of government reform.,他倡議新政策。她是政府改革的堅決提倡者。,主張；提倡；支援；提倡者；擁護者,favor; uphold; proponent; exponent,impugn,advocate 可作動詞「倡議」，也可作名詞「提倡者」。,164,,5
affect,verb,The audiences were deeply affected by the deeds of the hero.,觀眾被那位英雄的事蹟深深感動了。,影響；使感動；使震動,influence; move,,affect 常表示對情緒或狀態造成影響。,164,,4
affiliate,verb; noun,She affiliated herself with a local basketball club. Only affiliates are permitted to attend the party.,她加入當地的一家籃球俱樂部。只允許會員參加該聚會。,使隸屬聯繫；使隸屬於；接納；會員；附屬機構；分公司,connect; join,,affiliate 可作動詞「使隸屬／加入」，也可作名詞「會員／附屬機構」。,164,,5
afford,verb,He cannot afford a car right now.,他現在買不起汽車。,擔負得起；提供,furnish; supply,,afford 常用於表示有能力負擔金錢或時間。,164,,5
aftermath,noun,Many people lost their sons in the aftermath of the war.,戰爭過後，許多人失去了兒子。,後果；餘波,consequence; upshot,,aftermath 常指災難或不幸事件之後的後果、餘波。,164,165,5
agenda,noun,He asked me what the next item on the agenda was.,他問我下一項議程是什麼。,議程,docket; schedule,,agenda 指會議中要討論的事項或議程。,165,,4
aggravate,verb,He aggravated his condition by overworking.,他因工作過度而病情惡化。,惡化；加重；激怒,worsen; exacerbate,,aggravate 表使情況更嚴重、惡化。,165,,5
aging society,noun,He predicted that the country would be an aging society in 150 years.,他預測一百五十年後這個國家將成為老齡化社會。,老齡化社會,,,aging + society，表示人口逐漸老化的社會。,165,,4
agriculture,noun,Agriculture is essential to the national economy.,農業對國家經濟很重要。,農業；農學；農藝,cultivation; farming,,agri 表田地，culture 表耕作、培養，引申為農業。,165,,5
alert,verb; noun; adjective,The doctor alerted me to the harm of smoking. She was scared by a smog alert. The little girl is alert to every stranger passing by.,醫生提醒我注意吸煙的危害。她被煙霧警報嚇到了。這個小女孩對每個路過的陌生人都保持高度警覺。,使警覺；使注意；通知；警戒；警報；警戒狀態；警覺的；留心的；靈敏的,alarm; warning; watchful; prompt,heedless; asleep,alert 可作動詞、名詞與形容詞，核心概念是「警覺」。,165,,5
allegedly,adverb,Her father is allegedly a criminal.,據傳她父親是個罪犯。,據傳；據宣稱,,,alleged + ly，表示據稱、據傳。,165,,5
alleviate,verb,She alleviated the stress by seeing films.,她藉由看電影來減輕壓力。,減輕；緩和,relieve; palliate,,alleviate 表使痛苦、壓力等減輕。,165,,5
allude,verb,You mustn't allude to his bankruptcy when talking with him.,和他談話時，你千萬不要提到他破產的事。,暗指；影射；間接提到,hint; infer; intimate,,allude to 表間接提到、暗指。,165,166,5
altitude,noun,What is the altitude of this mountain?,這座山的高度是多少？,高；高度；海拔；高處,height; summit,,altitude 指高度，尤指海拔高度。,166,,5
ambiguous,adjective,She's offended by his ambiguous statement.,他模糊不清的陳述冒犯了她。,模糊不清的；引起歧義的,equivocal; vague,clear; definite,ambiguous 表意思可有多種解釋、含糊不清。,166,,4
amenity,noun,She immediately noticed the amenity of her working surroundings.,她很快發現她工作環境的宜人之處。,適意；舒適；溫和；禮儀,civility; convenience,,amenity 指舒適、便利或宜人的條件。,166,,4
analyst,noun,He followed the advice of his financial analyst.,他聽從了金融分析師的建議。,分析者；分解者,accountant; critic,,analysis 的人員名詞是 analyst。,166,,5
