word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
recruit,verb,It is impossible to recruit 20 well-qualified staff.,要招募二十位素質良好的職員是不可能的。,徵募；招募,enroll; conscript,,re- 表「再」，cruit 有「成長」的聯想，可聯想公司為成長而再次招募人才。,121,,5
rectify,verb,She made a mistake that could not be rectified.,她犯了一個無法改正的錯誤。,矯正；改正,remedy; regulate,,字根 rect 表「正」，-fy 為動詞字尾，因此表示使之正確，即矯正、改正。,121,,4
recur,verb,"If this neglecting of duty recurs, he will be dismissed.",如果忽忽職守的事情再度發生，他就會被開除。,再發生；重現,repeat,,re- 表「再」，cur 表「發生」，合起來表示再發生、重現。,121,,5
redundant,adjective,I don’t think skill has been made redundant by machine.,我認為機器並沒有使技能變得多餘。,多餘的；累贅的,excessive; surplus,concise,re- 可聯想反覆，und 有「波動」的聯想，像水反覆波動而溢出，因此引申為過多、多餘。,121,,3
referee,noun,Don’t ever argue with the referee.,千萬不要和裁判員爭論。,裁判員；調停人,judge; arbitrator,,由 refer（指點；論及）加上表示「人」的 -ee 形成，因此引申為裁判員、調停人。,121,,5
refine,verb,"If you want to refine your speech, you should read more poems.",如果你想使談話優美，就應該多讀些詩。,提煉；精煉；使優美,polish; purify,,re- 表「再」，fine 表「好的」，合起來表示使好上加好，因此引申為提煉、精煉、使優美。,121,,5
reformer,noun,A famous social reformer was killed yesterday.,一位著名的社會改革者昨天被殺害。,改革者；改良者,reformist,,由 reform（改革、改良）加上表示「人」的 -er 形成，因此表示改革者、改良者。,121,,5
refrain,verb,"She almost laughed, but refrained.",她幾乎大笑起來，但還是忍住了。,忍住；抑制,abstain,,re- 可表「重新」，frain 有「籠頭」的聯想，像重新把韁繩拉住，因此引申為抑制、忍住。,121,,5
refreshing,adjective,He found her refreshing for she was very witty.,因為她說話風趣，所以他認為她別有韻致。,耳目一新的；別有韻致的,cheering,boring,由 refresh（使清新、使清涼）加 -ing 形成形容詞，因此表示耳目一新的、別有韻致的。,121,,5
refuge,noun,It is dangerous to take refuge under a big tree when it thunders.,打雷的時候躲在大樹下是很危險的。,避難；庇護（所）,protection; asylum,,re- 表「再」，fug 有「離開」的聯想，可聯想離開危險尋找庇護，因此表示避難、庇護所。,121,,5
refund,verb,The restaurant refunded the customer 20 dollars for their poor service.,餐廳因服務差勁而退還顧客二十元。,退還；償還,pay back; repay,,re- 表「反、回」，fund 表「資金」，合起來可聯想把資金退回，因此表示退還、償還。,122,,3
refute,verb,Nothing could refute the lawyer’s testimony that the killer was a man.,律師有關殺手是男性的證詞無可辯駁。,駁斥；駁倒,confute; disprove,support,re- 可表「反」，可聯想把對方的說法反駁回去，因此表示駁斥、駁倒。,122,,5
regain,verb,Even the doctor had no idea when the patient would regain consciousness.,甚至醫生也不知道病人何時會恢復知覺。,取回；恢復,retrieve; recover,,re- 表「再」，gain 表「得到」，合起來就是再次得到，引申為取回、恢復。,122,,3
rein,verb,You must learn to rein in your anger.,你必須學會控制你的憤怒。,駕馭；控制,rule; control,,rein 原指「韁繩」，rein in 就像拉住韁繩，因此引申為駕馭、控制。,122,,5
reinforce,verb,What happened just now reinforced what he had said before.,剛剛發生的事情強化了他之前所說的話。,強化；使更具說服力,strengthen; intensify,,re- 表「再」，force 表「力量」，合起來表示再次增加力量，因此引申為強化、使更具說服力。,122,,4
rejoice,verb,I rejoice to hear that you have succeeded.,我很高興聽到你已經成功。,高興；欣喜,jubilate,grieve,可聯想 joy（喜悅），rejoice 表示感到高興、欣喜。,122,,4
relaxed,adjective,"He is full of conceit, so I don’t feel relaxed with him.",他太自負，所以和他在一起我感到不自在。,鬆懈的；自在的,easeful,,由 relax（放鬆）加 -ed 形成形容詞，因此表示鬆懈的、自在的。,122,,5
relevant,adjective,What he said is not relevant to our discussion.,他所說的與我們的討論無關。,有關的；切題的,pertinent; related,,re- 表「又、再」，lev 有「舉起」的聯想，可聯想把相關的事物舉出來，因此表示有關的、切題的。,122,,3
relieved,adjective,The mother was relieved that her daughter was smiling.,看到女兒在微笑，母親就放心了。,放心的；寬慰的,alleviated; eased,,由 relieve（緩和、減輕）加 -ed 形成形容詞，因此表示放心的、寬慰的。,122,,5
remainder,noun,He paid me 200 dollars deposit and the remainder on delivery.,他付我二百元訂金，餘款在交貨時付訖。,剩餘物；餘數,residual; residue,,由 remain（剩餘）延伸而來，可聯想留下來的部分，因此表示剩餘物、餘數。,122,123,4
remaining,adjective,The remaining food will do for tomorrow.,剩下的食物夠明天吃了。,剩餘的；剩下的,leftover,,由 remain（剩餘）加 -ing 形成形容詞，因此表示剩餘的、剩下的。,123,,5
renewal,noun,A renewal of civil disorder will prevent the development of that country.,內亂的再現會阻礙該國的發展。,更新；復興；再現,renaissance; refreshment,,由 renew（更新、恢復）加名詞字尾 -al，因此表示更新、復興、再現。,123,,5
renowned,adjective,He is renowned as a poet.,他是個著名的詩人。,有名的；有聲譽的,famous,infamous,由名詞 renown（名聲、名望）加 -ed 形成形容詞，因此表示有名的、有聲譽的。,123,,3
rental,noun,The apartment rental is too high; I cannot afford it.,公寓租金太高了，我負擔不起。,租金；出租,lease,,由 rent（租）加名詞字尾 -al，表示租金或出租。,123,,5
reopen,verb,They refused to reopen the contract they negotiated in September.,他們拒絕重新商議在九月商議的契約。,重開；重新開始,,,re- 表「重新」，open 表「打開」，合起來表示重開、重新開始。,123,,5
reorganize,verb,She reorganized her room every time she was depressed.,她每次一不開心就重新佈置房間。,重新組織或佈置,regroup,disorganize,re- 表「重新」，organize 表「組織、安排」，因此表示重新組織或佈置。,123,,4
repay,verb,Can you lend me 200 dollars? I will repay you next week.,你可以借我二百元嗎？我下週會還你。,償還；報答,compensate; recompense,,re- 表「回」，pay 表「支付」，合起來就是支付回去，因此表示償還、報答。,123,,4
repayment,noun,"Pressed by the bank for the repayment of the loan, the man felt helpless.",他因被銀行催著償還貸款而感到無助。,償還；報恩,compensation,,由 repay（償還、報答）加名詞字尾 -ment，因此表示償還、報恩。,123,,5
repeated,adjective,"Discouraged by repeated failures, she decided to give up.",屢次失敗讓她感到沮喪，她決定放棄。,重複的；屢次的,recurrent,interrupted,由 repeat（重複）加 -ed 形成形容詞，因此表示重複的、屢次的。,123,,5
replacement,noun,The company needs a replacement for the manager who retired.,公司需要一個人代替已退休的經理。,取代；代替,substitution,,由 replace（取代）加名詞字尾 -ment，因此表示取代、代替。,123,124,5
