word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
bankrupt,verb; noun; adjective,His addiction to gambling will surely bankrupt him. I cannot believe he is morally bankrupt. The man is bankrupt and unable to pay debts.,他沉迷於賭博，那一定會使他破產。我不敢相信他已經完全喪失了道德。這人破產了，沒有能力還錢。,使破產；使赤貧；使枯竭；破產者；完全喪失者；破產的；已完全失敗的,impoverish; beggar; debtor; insolvent; broke,,bank 表「銀行、倉庫」，rupt 表「斷裂」，可聯想為財務斷裂而破產。,171,,5
bar,verb; noun,She has been barred from driving. There are many bars on this street.,她被禁止開車。這條街有許多酒吧。,阻擋；門上；中止；禁止；棒；障礙；限制；酒吧,block; obstruct; pole; rod; stick,persuade; authorization,bar 可作動詞表示阻擋、禁止，也可作名詞表示棒、障礙或酒吧。,171,,5
barter,verb,The man will never barter for money with dignity.,這個人絕不會拿尊嚴來交換金錢。,以（等價物或勞務）作為交換,trade; deal; swap,,barter 表以物易物或以勞務交換。,171,,4
bedrock,noun,Kindness is the bedrock of her personal relationships.,友好是她與人交往的基礎。,床岩；根底；底部；基礎,fundamentals; basics,,bed 表「床」，rock 表「岩石」，合起來表示基岩，引申為基礎。,171,,4
beg,verb,The little girl begged me to give her 5 dollars.,這個小女孩乞求我給她五美元。,乞討；請求；懇求,appeal; beseech,command,beg 表請求、懇求；beg for 表乞求某物。,171,,5
behavior,noun,Her behavior showed she was a nice girl.,她的行為表明她是一個好女孩。,行為；舉止,conduct; doings,inaction,behave 加名詞字尾 -ior，表示行為、舉止。,171,,3
bemuse,verb,The beer left her bemused.,啤酒使她神志不清了。,使困惑；使茫然；使發呆,bewilder,,bemuse 表使人困惑、茫然。,171,172,5
benefit,verb; noun,She has benefited a lot from reading novels. The new college will be a great benefit to the city.,閱讀小說使她受益匪淺。新大學將給該城很大的好處。,有利於；有益於；有助於；利益；好處；恩惠；津貼,aid; avail; interest,hinder; badness; hindrance,bene 表「好」，fit 可聯想「做」，引申為有益、好處。,172,,5
bid,verb; noun,"The rich man bid 60,000 dollars for the painting. They felt very depressed, for their company didn't win the bid.",這個有錢人競價六萬美元買這幅畫。他們感到很不開心，因為公司沒有贏得投標。,報價；投標；祝願；命令；出價；投標；企圖；努力,offer; wish; bidding; attempt,annul; answer,bid 可作動詞或名詞，常指出價、投標。,172,,5
bill,verb; noun,She said she couldn't pay now and asked the waiter to bill her later. The bill was finally passed.,她說她現在沒有錢，並要求服務生稍後再開帳單給她。這項議案終於通過。,給…開帳單；要…付；帳單；票據；議案,charge for; invoice; check; currency,,bill 可作動詞表示開帳單，也可作名詞表示帳單或議案。,172,,5
biochemical,adjective,It is a biochemical material.,這是一種生物化學物質。,生物化學的,,,bio 表生命、生物，chemical 表化學的，合起來表示生物化學的。,172,,4
bionics,noun,He majored in bionics in college.,他大學主修仿生學。,仿生學,,,bio 表生命、生物，-ics 表學科，合起來表示仿生學。,172,,5
biotechnology,noun,Biotechnology means any technological application that uses biological systems.,生物科技是指使用生物系統的任何科技運用。,生物科技,,,bio 表生命、生物，technology 表科技，合起來表示生物科技。,172,,3
bitter,adjective,She doesn't like coffee that is too bitter.,她不喜歡太苦的咖啡。,苦的；苦味的；痛苦的,acidulous; acrid,benevolent; cheerful,bitter 指味道苦，也可引申為痛苦、辛酸。,172,173,4
blame,verb; noun,A wise man doesn't blame his environment. Right now there is nobody being ready to take the blame for the fault.,聰明的人不埋怨他的生活環境。目前沒有人準備承擔這一錯誤的責任。,責備；把…歸咎於；責備；指責；責任,accuse; censure; incrimination,approve; praise; approval,blame 可作動詞與名詞，核心是責怪或責任。,173,,4
blemish,verb; noun,His reputation was blemished by taking bribes. The jade has several blemishes in it.,他受賄，聲譽因此受到損害。這塊玉上有幾處瑕疵。,玷污；使有缺點；損害；傷疤；瑕疵；污點；缺點,besmear; stain; defect; mar,,blemish 可指使名譽受損，也可指瑕疵、缺點。,173,,5
board,verb; noun,The passengers boarded the ship at 10 a.m. The company will provide room and board for him.,旅客們上午十時登船。公司會為他提供食宿。,上（船）；登上；供膳；佈告牌；膳食；董事會,embark; get on; cabinet; committee,withdraw,board 可作動詞表示登上交通工具，也可作名詞表示膳食或董事會等。,173,,5
bomb,verb; noun,The enemy bombed several train stations last month. The time bomb will explode in 5 minutes.,敵人上個月炸毀了好幾個火車站。這枚定時炸彈再過五分鐘就會爆炸。,轟炸；慘敗；炸彈,bombard; fail; flunk; explosive; fireball,,bomb 可作動詞表示轟炸，也可作名詞表示炸彈。,173,,5
bone,verb; noun,It is useless to bone up for the exam. He suffered a broken bone in his leg during the train trip.,考試前臨時抱佛腳是沒有用的。他的一隻腳在火車旅行中骨折了。,除去骨頭；用功；骨頭,cram; grind away; cartilage; marrow,,bone 可作名詞「骨頭」，bone up 表臨時用功、惡補。,173,174,5
boost,verb; noun,The publication of this book boosted our confidence. There will be a big boost in salary next year.,這本書的出版增強了我們的信心。明年的薪資將會提高。,推動；促進；提高；增加,increase; promote; encouragement; rise,,boost 可作動詞或名詞，表示提升、增加。,174,,5
bore,verb; noun,The sound of TV bores me. Boys at the age of 5 are real bores.,電視的聲音使我感到厭煩。五歲的小男孩真的很令人討厭。,使厭煩；煩擾；鑽；令人討厭的人或事,irk; make weary; caliber; drill hole,amuse; delight,bore 可表示使厭煩，也可指討厭的人或事。,174,,5
bother,verb; noun,You are wasting your time to bother about trifling matters. It's too much of a bother going there on foot.,為小事煩惱是在浪費你的時間。步行去那兒太麻煩了。,打擾；煩惱；擔心；煩惱；麻煩,trouble; annoy; fuss; hassle,alleviate; please; relief,bother 可作動詞表示打擾、煩惱，也可作名詞表示麻煩。,174,,5
bottom line,noun,The bottom line is that she will never agree.,最重要的是她永遠都不會同意。,最後結果；要點；首要之事,,,bottom line 字面是底線，引申為最終結果或最重要的事。,174,,4
bounced check,noun,A bounced check means a check which is returned by a bank because it is not payable due to insufficient funds.,退票指由於金額不足、不夠支付而被銀行退還給開票人。,退票,,,bounce 有支票被拒付而退還的意思，bounced check 即退票。,174,,5
bountiful,adjective,This country has a bountiful supply of oil.,該國有充足的石油供應。,慷慨的；寬大的；充足的,abundant; bounteous,insufficient,bounty 加 -ful，表示充滿賞賜、豐富充足的。,174,,5
brain,noun,He's the brains of the company.,他是公司裡的智囊人物。,大腦；心智；聰明人,mind; head,,brain 可指大腦，也可引申為聰明人或智囊。,175,,4
breakthrough,noun,They are striving for a breakthrough in computer technology.,他們為了在電腦技術上有所突破而努力著。,突圍；突破；突破性進展,discovery; find,,break 表打破，through 表穿過，合起來引申為突破。,175,,3
