word,part_of_speech,example,corrected_example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
candor,noun,She spoke about her anxiety with complete candor.,,她完全坦白地說出她的憂慮。,公平；坦白；真誠,fairness; candidness,,candor 指坦率、真誠。,281,,4
canine,adjective,The fox is a canine animal.,,狐狸是犬科動物。,狗的；犬科的,,,canine 與犬、犬科有關。,281,,5
cannon,noun,"In that country, gunpowder was manufactured and used in both rocketry and cannon.",,在那個國家，火藥被製造並用於火箭和大砲。,大砲；榴彈砲；機關砲,,,cannon 指大砲。,281,,3
canvass,verb,We went around canvassing and collected 500 dollars for the school.,,我們到處遊說，為學校募得了五百美元。,遊說；拉票,petition for,,canvass 可指四處遊說、拉票。,281,,5
capricious,adjective,Her capricious behavior has annoyed her friends.,,她善變的行為惹惱了她的朋友。,善變的；任性的,whimsical; fickle,,capricious 指反覆無常、任性。,281,,5
capsize,verb,A sudden strong wind capsized their boat.,,突然一陣強風弄翻了他們的船。,使傾覆；弄翻,upset; overturn,,capsize 指船隻翻覆。,281,,4
capsule,noun,There is nothing in this plastic capsule which is transparent all the way around.,,在那個透明的塑膠小盒裡什麼都沒有。,小盒；小容器；膠囊,container,,capsule 指小容器或膠囊。,281,,5
captivity,noun,Deliverance from captivity made him a changed man.,,從囚禁獲釋使他變成了一個人。,囚禁；束縛,constraint; bondage,,captivity 指被囚禁、受束縛的狀態。,281,,3
carbohydrate,noun,Monosaccharides are the basic units of carbohydrates.,,單醣是碳水化合物的基本單位。,碳水化合物；醣；含醣食物,,,carbohydrate 指碳水化合物。,281,,3
cardiac,adjective,He suffered from a cardiac disease.,,他患有心臟病。,心臟的；心臟病的,,,cardiac 與心臟有關。,281,282,5
cardinal,adjective,The cardinal idea of the Constitution is that all people are born equal.,,憲法的基本觀點是人生來都是平等的。,重要的；基本的,important; key,unimportant,cardinal 作形容詞指最重要、基本的。,282,,5
caress,verb,The young employee claims she was caressed by the manager and wants to sue him for harassment.,,這個年輕職員聲稱她被經理撫摸並想要告他性騷擾。,愛撫；撫摸；寵愛,cosset; pet,,caress 指輕柔撫摸、愛撫。,282,,3
caretaker,noun,They don't think this caretaker is trustworthy.,,他們認為這個管理員不可靠。,照顧者；管理員,custodian,,caretaker 指照顧或管理的人。,282,,5
caricature,noun,He does very funny caricatures of famous people.,,他畫著名人物的滑稽漫畫。,諷刺畫；滑稽模仿,satire,,caricature 指誇張、諷刺性的漫畫或模仿。,282,,5
carnation,noun,"The last time he saw her, she was in carnation.",,他最後一次見到她的時候，她穿著深紅色的衣服。,康乃馨；淡紅色,gillyflower,,carnation 可指康乃馨，也可指淡紅色。,282,,5
carnivorous,adjective,Carnivorous animals have long sharp tearing teeth.,,肉食動物有長而銳利的牙齒。,食肉的,flesh-eating,,carnivorous 指以肉為食的。,282,,3
carp,verb,Why do you always carp at my errors even though I've done quite well?,,你為什麼總是挑我的錯，甚至在我已經做得很好的時候？,揭瘡疤；吹毛求疵,cavil,,carp at 表不斷挑剔、吹毛求疵。,282,,5
cartel,noun,The council of ministers said it backs Angola joining Opec Cartel.,,部長會議表示支持安哥拉加入石油輸出國家組織卡特爾。,卡特爾；企業聯合,combine,,cartel 指企業或組織間的聯合。,282,,3
carton,noun,The children drank up several big cartons of Coke after playing in the hot sun.,,孩子們在烈日下玩耍後，把幾大盒的可樂喝個精光。,紙盒；紙板箱；一紙盒的量,box,,carton 指紙盒、紙箱。,283,,5
cascade,noun,A cascade of noise came from the next door.,,隔壁傳來一連串的噪音。,小瀑布；一連串,cataract,,cascade 可比喻接連而來的一串事物。,283,,3
cashier,verb,The manager was cashiered for divulging vital information of the company.,,經理因洩露公司的重要資訊而被開除。,撤職；開除；丟棄,fire; discard,employ,cashier 作動詞指開除、撤職。,283,,4
casino,noun,"If you spend all your time gambling in the casino, I will divorce you.",,如果你把全部時間都花在賭場裡賭博，我就和你離婚。,賭場,,,casino 指賭場。,283,,3
caste,noun,"The man, whose family is Brahmins, has lost caste for marrying a maidservant.",,那個來自婆羅門家庭的男人因為和女傭結婚而喪失了社會地位。,種姓；等級；社會地位,,,caste 指種姓、階級或社會地位。,283,,3
catastrophe,noun,The flood in 1997 was a terrible catastrophe.,,1997年的大洪水是一場可怕的災難。,大災難；慘敗,calamity; disaster,,catastrophe 指重大災難。,283,,3
cater,verb,The film which catered to westerners' tastes was criticized by the public.,,這部迎合西方人口味的電影受到大眾的批評。,提供飲食；滿足需要；迎合,provide; serve,,cater to 表迎合、滿足需要。,283,,5
catering,noun,I would like you to do the catering for my daughter's wedding.,,我想請你們承辦我女兒的結婚酒席。,承辦酒席；提供飲食及服務,,,catering 指餐飲承辦服務。,283,,5
cavity,noun,The dentist says I have 3 cavities that need filling.,,牙醫說我有三個蛀洞需要填補。,洞；穴；（牙的）蛀洞,pit; hole,,cavity 可指空洞或蛀牙洞。,283,,3
celery,noun,Celery is an excellent source of vitamin C which helps to support the immune system.,,芹菜有豐富的維他命C，可以增強免疫力。,芹菜,,,celery 指芹菜。,284,,4
cellar,noun,There is something wrong with the pipe in the cellar so we should ask a plumber to fix it.,,地下室的水管有些問題，我們應該請水電工修理一下。,地下室；地窖,basement; cellarage,,cellar 指地下室或地窖。,284,,4
cello,noun,"The cello, one of the major instruments in the string family, is the tenor voice in this family.",,大提琴是弦樂家族的主要樂器之一，扮演著男高音的角色。,大提琴,violoncello,,cello 即大提琴。,284,,5
Celsius,noun,Water usually freezes at the temperature of 0 degrees Celsius.,,水通常是在攝氏零度的時候結冰。,攝氏,,,Celsius 指攝氏溫標。,284,,5
census,noun,The census is a reliable source for describing the characteristics of a country's people.,,統計數據是描繪一個國家民族特性的可靠資源。,人口普查；統計數據,,,census 指人口普查或其統計資料。,284,,5
ceramic,adjective,He is trying to find a manufacturer of hand-made ceramic plates that have special pictures on them.,,他正試圖尋找會做有特殊圖案的手工陶瓷盤的廠商。,陶器的；製陶藝術的,,,ceramic 指陶瓷製的。,284,,5
certify,verb,I can certify that she told you the truth.,,我可以保證她告訴你的是實話。,證明；擔保；保證,confirm; testify,,certify 指證明、保證。,284,,5
chapel,noun,A chapel built in the 15th century is often rich in unusual carvings.,,建於15世紀的小教堂通常有很多不尋常的雕刻品。,小教堂；禮拜儀式,,,chapel 指小教堂。,284,,3
chapped,adjective,"One of the main causes for chapped skin is extended exposure to the wind, cold and sun.",,長時間暴露在風吹、寒冷或烈日是皮膚裂開的主因之一。,裂開的；有裂痕的,cracked,,chapped 指皮膚乾裂。,284,,5
charcoal,noun,High-quality charcoal made from fruit trees is much in demand.,,用果樹製成的高品質木炭有很高的需求。,木炭；木炭畫；炭筆,,,charcoal 指木炭或炭筆。,285,,5
chariot,noun,"Chariot races, possibly the oldest spectacular sport in Rome, were held only on religious festivals.",,戰車競賽也許是羅馬最古老的公開表演運動，只在宗教節日舉辦。,雙輪戰車；四輪戰車,cart,,chariot 指古代戰車。,285,,3
chatter,verb,He chattered on and on about what happened recently.,,他不停地談論著最近發生的事。,喋喋不休；咯咯叫,babble; gabble,,chatter 表喋喋不休地說。,285,,4
chili,noun,Chicken garnished with chili is very delicious.,,上面加了辣椒的雞肉真的很好吃。,辣椒,chilli,,chili 指辣椒。,285,,4
chimpanzee,noun,"Chimpanzees, which are closely related to humans, often use tools in the wild.",,黑猩猩和人類的關係密切，牠們在野外常使用工具。,黑猩猩,,,chimpanzee 指黑猩猩。,285,,5
chisel,verb,Several students who chiseled for good grades were severely punished.,,幾個為拿高分而作弊的學生受到嚴厲處罰。,鑿；雕刻；欺騙,carve; engrave; cheat,,chisel 除鑿刻外，也可指欺騙。,285,,5
choir,noun,The choir sang so sweetly that the audience gave them a big hand.,,唱詩班唱得很悅耳，觀眾給他們熱烈鼓掌。,唱詩班；歌唱團,chorus,,choir 指合唱團、唱詩班。,285,,5
chronic,adjective,There is an acute unemployment problem in this country though its economy is flourishing.,,這個國家雖然經濟蓬勃發展，卻有嚴重的長期失業問題。,長期的；慢性的,longstanding; acute,,chronic 指長期持續、慢性的。,285,,5
circumference,noun,"The earth's circumference is more than 40,000 kilometers.",,地球的圓周超過四萬公里。,圓周；周長,perimeter,,circumference 指圓周、周長。,285,,4
clam,noun,She shuts up like a clam as soon as you mention her past.,,你一提到她的過去，她就守口如瓶。,蛤；守口如瓶的人,,,clam 可比喻沉默寡言的人。,286,,5
clan,noun,My whole clan comes to stay with her every Christmas.,,每到耶誕節，她所有的家族都來和她一起住。,氏族；家族；幫派,kin; tribe,,clan 指氏族或大家族。,286,,5
clasp,verb,She put her hand out and clasped her daughter's hand.,,她伸出手來緊握著女兒的手。,扣住；緊握,buckle; hug,,clasp 指緊握、扣住。,286,,4
clinical,adjective,The field of clinical anatomy is very important for the exchange of information between anatomists and clinicians.,,臨床解剖學對解剖學家和臨床醫師之間的資訊交流非常重要。,臨床的；診所的；科學的,,,clinical 表臨床的。,286,,3
clockwise,adverb,"The clock does not work, the hands no longer turn clockwise.",,這個鐘壞了，因為指針不再依順時針方向轉動。,順時針方向地；右旋地,anticlockwise,,clockwise 指順時針方向。,286,,5
clover,noun,Women who are pregnant should avoid ingesting red clover.,,懷孕的女性應該避免吃紅花苜蓿。,紅花草；苜蓿,,,clover 指苜蓿、三葉草。,286,,5
coalition,noun,This coalition is a non-profit organization which aims to end domestic violence.,,該聯盟是一個非營利組織，旨在終結家庭暴力。,結合；聯合；聯盟,amalgamation; conjugation,,coalition 指組織或團體的聯盟。,286,,5
cocaine,noun,"According to this survey, about 33.7 million Americans had tried cocaine at least once in their lifetimes.",,根據這項調查，大約有3370萬美國人一生中至少吸食過一次古柯鹼。,古柯鹼,,,cocaine 指古柯鹼。,286,,5
cockpit,noun,"Belgium, once called the cockpit of Europe, has the highest quality of life in the world now.",,曾被稱作歐洲戰場的比利時，現在是世界上生活品質最高的國家。,飛機駕駛艙；戰場,fighting,,cockpit 可指駕駛艙，也可比喻戰場。,286,,5
cocoon,noun,The naughty boy tore the cocoon open to see whether there was a pupa.,,淘氣的男孩將繭撕開看看裡面有沒有蛹。,繭；蠶繭；卵囊,,,cocoon 指昆蟲的繭。,287,,5
coil,noun,Pass me a coil of thread so I can run up the small tear in my dress.,,拿給我一卷線，我要縫補衣服上的小裂口。,卷；圈；匝,circle; roll,,coil 指捲成圈狀的一卷。,287,,3
collaboration,noun,The man who was in collaboration with the enemy was sentenced to death.,,與敵人勾結的那個人被判處死刑了。,合作；共同研究；勾結,conspiracy; conjunction,,collaboration 可指合作，也可指與敵方勾結。,287,,5
collide,verb,The two trains collided and 65 people died.,,兩列火車相撞，導致65人死亡。,碰撞；相撞；衝突,bang; bump,,collide 指相撞、衝突。,287,,5
collision,noun,You will be in trouble if your political activities bring you into collision with the law.,,如果你的政治活動使你觸犯法律，你就會有麻煩了。,碰撞；相撞；衝突,clash; crash,,collision with 表與…衝突。,287,,5
colonel,noun,The colonel was ill so he could not parade his troops today.,,陸軍上校生病了，所以今天不能校閱部隊。,陸軍上校,,,colonel 指陸軍上校。,287,,5
columnist,noun,He used to be a humor columnist who writes funny stories and witty commentary.,,他過去是個幽默專欄作家，撰寫有趣故事和機智評論。,專欄作家；專欄編輯,editorialist; editor,,columnist 指專欄作家。,287,,5
comet,noun,"Unlike the other small bodies in the solar system, the comet has been known since antiquity.",,和其他太陽系裡的小天體不同，彗星在古時候就被人們知道了。,彗星,,,comet 指彗星。,287,,5
commence,verb,She commenced studying music in 1987 and ten years later became a famous musician.,,她於1987年開始學音樂，十年後，她成為一名著名的音樂家。,開始；著手,start,conclude; end,commence 是較正式的「開始」。,287,288,5
commentator,noun,"This football commentator, who took sides with the Italian team, has apologized to the public.",,那個偏袒義大利隊的足球評論員已向大眾道歉。,時事評論者；評註者,critic; observer,,commentator 指評論者。,288,,5
commonplace,adjective,I don't like films that deal with commonplace themes.,,我不喜歡主題平庸的電影。,平淡無味的；平凡的；普通的,banal; hackneyed,,commonplace 指平凡、老套。,288,,4
commonwealth,noun,"After much deliberation, the Commonwealth agreed to make a compact with that country.",,再三考慮之後，聯邦同意和那個國家訂立契約。,全體國民；共和國；聯邦,democracy; state,,commonwealth 可指共和國或聯邦。,288,,5
communal,adjective,Communal property is defined somewhat differently by different nations.,,公共財產在不同的國家定義不同。,公有的；共用的,public,private,communal 指共有、公共的。,288,,5
commute,verb,Her sentence was commuted from life imprisonment to 20 years' imprisonment for good behavior.,,她因表現良好而獲減刑，由終生監禁改判為20年有期徒刑。,減輕（刑罰）；交換；替代,exchange; substitute,,commute 可指減刑或交換。,288,,4
commuter,noun,The building of commuter express rail routes is of essential significance to the 2008 Beijing Olympic Games.,,專為通勤者建造的快車軌道對於2008年奧運會非常重要。,通勤者,,,commuter 指每日往返通勤的人。,288,,5
compact,noun,"After several months' of negotiation, these countries made a compact to control drug trafficking.",,經過幾個月的談判，這幾個國家達成控制毒品走私的協議。,契約；協議,agreement,,compact 作名詞可指協議、契約。,288,,4
compartment,noun,The one you are looking for is in the first-class compartment.,,你要找的那個人在頭等火車包廂。,區劃；隔間；火車包廂,division; section,,compartment 指隔間或車廂。,288,,5
compatible,adjective,That is a free software license which is compatible with the GNU (General Public License).,,這是免費的軟體許可證，可以與 GNU（通用公共授權）相容。,能共融的；適合的；相容的,appropriate,incompatible,compatible with 表與…相容。,289,,4
compelling,adjective,Your arguments were not compelling enough to convince the jury of the defendant's innocence.,,你的論點不能令陪審團相信被告是無辜的。,強制的；令人信服的；令人注目的,imperative; insistent,,compelling 指有說服力、引人注意。,289,,5
complexity,noun,They are facing a problem of great complexity.,,他們正面臨著一個很複雜的問題。,複雜；錯綜複雜的事物,complicacy; intricacy,plainness,complexity 指複雜性。,289,,3
composite,adjective,Composite culture has been the mainstay of Indian society for ages.,,很長一段時間以來，混合文化就是印度社會的支柱。,合成的；複合的；混成的,complex; combined,,composite 指由多個部分合成的。,289,,5
compress,noun,The cold compress can be used to regulate blood circulation.,,冷敷袋可用於調節血液循環。,紗布；敷布,,,compress 作名詞指敷布、敷袋。,289,,3
comprise,verb,"The rescue team, comprised of 8 doctors and 4 nurses, will arrive in 2 hours.",,由8名醫生和4名護士組成的救援隊將於2個小時內到達。,包含；包括；由……組成,constitute; make up,,comprise 指包含、組成。,289,,4
compulsory,adjective,The government decided to scrap charges for rural students during their nine-year compulsory education.,,政府決定免除農村學生九年義務教育的費用。,必須做的；義務的；強制的,mandatory; required,optional,compulsory 指強制、必須的。,289,,5
condom,noun,Should students be taught how to use condoms?,,應該教導學生如何使用保險套嗎？,保險套,,,condom 指保險套。,289,,4
confer,verb,The directorate is conferring with experts on the best way to develop new products.,,董事會正在與專家商討開發新產品的最佳方法。,商談；授予；賦予,consult; give,,confer with 表與……商談。,290,,5
configuration,noun,Would you please describe the configuration of that mountain?,,你能描述那座山的輪廓嗎？,結構；表面配置；輪廓,shape; form,,configuration 指結構、配置或輪廓。,290,,5
congressional,adjective,He was absent at the congressional roll call due to illness.,,大會點名時發現他因生病而缺席。,會議的；大會的；國會的,,,congressional 為 congress 的形容詞。,290,,5
conscientious,adjective,You cannot fire that janitor; he is very conscientious.,,你不能開除那個管理員，他是個很認真的員工。,憑良心的；認真的；勤勉熱衷的,dutiful; scrupulous,neglectful,conscientious 指做事認真、負責。,290,,4
consecutive,adjective,The company has had record profits for 2 consecutive years.,,該公司連續兩年的獲利都創下紀錄。,連續不斷的；連貫的,continuous; serial,,consecutive 指連續發生的。,290,,4
consensus,noun,"The two countries have reached a number of consensuses, although they still disagree on some issues.",,儘管一些問題仍有分歧，這兩個國家已經在很多問題上達成共識。,一致；同意；共識；輿論,accordance; concordance,,consensus 指共識、一致意見。,290,,5
consolation,noun,I have the consolation of knowing that you have passed the exam.,,得知你通過考試，我感到很欣慰。,安慰；慰藉；安慰的人事物,solace; comfort,distress,consolation 指安慰、慰藉。,290,,5
consolidate,verb,With his new film he has consolidated his position as the world's leading director.,,他的新電影鞏固了他身為國際傑出導演的地位。,合併；鞏固；使堅固,amalgamate; band,,consolidate 指合併或鞏固。,290,,5
