word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
two-thirds,noun,Two-thirds failed in the exam.,有三分之二的人沒通過考試。,三分之二,,,two 表分子二，third 表分母三，合起來表示三分之二。,151,,5
typically,adverb,He is typically Italian.,他是典型的義大利人。,代表性地；典型地,,,由 typical（典型的）加 -ly 形成副詞，因此表示代表性地、典型地。,151,,5
tyranny,noun,"To escape political tyranny, many Europeans came to America.",許多歐洲人為逃避暴政而來到美洲。,暴政；專制,autocracy,,可與 tyrant（暴君）聯想：有暴君統治就會形成 tyranny。,151,,5
tyrant,noun,Her father was a tyrant.,她的父親是個專橫的人。,暴君；專制君主；專橫者,autocrat; despot,,可與 tyranny（暴政）聯想：施行 tyranny 的人就是 tyrant。,151,,4
ulcer,noun,Violent crime is only one of the ulcers afflicting modern society.,暴力犯罪僅是為害現代社會的潰瘍之一。,潰瘍；潰爛；潰膿,,,ulcer 本義是潰瘍，也可比喻社會中持續惡化的問題。,151,,3
ultimate,adjective,The removal of all nuclear weapons is our ultimate objective.,消除所有核武器是我們最終的目標。,最後的；最終的,last; final,,ultimate 表到達最後界限，因此表示最後的、最終的。,151,,4
ultimately,adverb,"Ultimately, the success of the product depends on good marketing.",最後，產品的成功取決於高明的行銷。,最後地；最終地,eventually,,由 ultimate 加 -ly 形成副詞，因此表示最後地、最終地。,151,,5
umpire,noun,Who will umpire the big game?,誰將裁判那場重要的比賽？,仲裁；裁判,referee,,umpire 可直接聯想運動比賽中的裁判。,151,,5
unacceptable,adjective,Imprisonment without trial is totally unacceptable in a democracy.,在民主政體中，不經審判而監禁是完全不能接受的。,不能接受的；不令人滿意的,undesirable,,un- 表否定，acceptable 表可接受的，合起來表示不能接受的。,151,,5
unbeaten,adjective,His time of 2 min. 58 sec. remains unbeaten.,他兩分五十八秒的紀錄仍未被打破。,未被打敗的；未被超越的,,,un- 表「不」，beaten 表「被打敗的」，合起來表示未被打敗、未被超越。,152,,5
uncertain,adjective,She always feels uncertain about what to do.,她總是不確定要做什麼。,不確定的；未確定的,doubtful; unsure,certain,un- 表「不」，certain 表「確定」，合起來表示不確定的。,152,,5
unclear,adjective,She is so unclear that I can never understand what she is trying to say.,她說話十分含糊，我從來不明白她想說什麼。,不明白的；含糊不清的,vague; foggy,,un- 表「不」，clear 表「清楚」，合起來表示不明白、含糊不清。,152,,4
uncomfortable,adjective,Her unnatural manner made me feel uncomfortable.,她那不自然的舉止使我感到不舒服。,不舒服的；不自在的,uneasy,comfortable,un- 表否定，comfortable 表舒服的，因此表示不舒服、不自在。,152,,3
undergo,verb,I hope that she shall never again have to undergo such an unpleasant experience.,我希望她永遠不用再經歷如此不愉快的經驗。,遭受；經歷；承受,experience; encounter,,under + go 可聯想「在某過程下走過」，因此表示經歷、遭受。,152,,5
undergraduate,noun,Sociology was the most popular subject among undergraduates.,社會學曾是大學生最受歡迎的學科。,大學生,freshman; graduate,,under 表「在……之下」，graduate 表畢業者；尚未畢業的大學生為 undergraduate。,152,,4
underlying,adjective,This is the underlying reason for her refusal.,這就是她拒絕的潛在原因。,基本的；含蓄的；潛在的,,,underlie 表位於下面，-ing 形成形容詞，因此表示底層的、潛在的。,152,,5
underneath,adverb,She searched through the pile of newspapers in the corner and found his letter underneath.,她在角落的報紙堆裡尋找，並在下面找到他的信。,在底下；在下面,below; under,,underneath 表「在……下面」，可直接聯想位置在底下。,152,,4
underway,adjective,The seminar of the track and field event is still underway.,田徑項目的研討仍在進行中。,在進行中的,,,under + way 可聯想事情已「在路上」，因此表示正在進行。,152,,5
undo,verb,You cannot undo what has been done.,做過的事不能重來。,解開；取消；重來一次,unfasten; cancel,,un- 表反向，do 表做，合起來表示取消已做之事、解開。,152,153,5
undoubted,adjective,She convinced me that the authenticity of the manuscript is undoubted.,她使我深信手稿的真實性是毋庸置疑的。,不容置疑的；肯定的,certain; definite,,un- 表否定，doubted 表被懷疑的，因此表示不容置疑的。,153,,5
unemployed,adjective,The government has promised to implement a new policy to help the unemployed.,政府已承諾實施一項新的政策來幫助失業者。,失業的；無業的,jobless,,un- 表「不」，employed 表「受雇的」，因此表示失業的、無業的。,153,,4
