word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
obscure,adjective,She is so obscure that I can never understand what she is trying to say.,她說話含糊不清，我不明白她到底在說什麼。,隱晦的；模糊不清的,indistinct; unclear,clear,字首 ob- 可表「向」，scure 表「遮蔽」，聯想為「全部遮蔽」，因此有「隱晦的；模糊不清的」之意。,106,,4
observer,noun,The United Nations sent them as observers for peace talks.,聯合國派他們出席和平談判作為觀察員。,觀察者；觀察員,spectator; onlooker,,由動詞 observe（觀察）加上表「人」的名詞字尾 -er，表示「觀察者；觀察員」。,106,,4
obsess,verb,He was obsessed with the fear of death throughout his old age.,他晚年一直被死亡的恐懼所困擾。,迷住；使困擾,preoccupy,,字首 ob- 可表「下、反」，字根 sess 表「坐」，聯想「一直坐在那裡下不去」，引申為「迷住；使困擾」。,106,,5
obsession,noun,I heard that his obsession with computers began six months ago.,我聽說他迷戀電腦是六個月前開始的。,迷戀；執著,,,由動詞 obsess（迷住；使困擾）加上 -ion 形成名詞，表示「迷戀；執著」。,106,,5
occurrence,noun,There have been strange occurrences here lately.,這裡最近發生了一些怪事。,發生；出現；事件,event; occasion,,由動詞 occur（發生；出現）加上 -ence 形成名詞，表示「發生；出現；事件」。,106,,5
offering,noun,Offerings from the congregation are always very small in hard times.,在艱難時期，教會展開捐獻時數量總是非常有限。,捐獻物；捐助物,gift; donation,,由動詞 offer（給予；提供）加上 -ing 名詞化，表示「捐獻物；捐助物」。,106,,5
offshore,adjective,The small boat is used to peddle provisions to ships anchored offshore.,那艘小船是用來向停泊在岸外的船隻兜售貨物。,岸邊的；近海的,inshore,,off 表「離開」，shore 表「岸、海濱」，合起來表示「岸邊的；近海的」。,106,,5
old-fashioned,adjective,She wore an old-fashioned gown to the costume party.,她穿著一件過時的長袍參加化妝舞會。,舊式的；過時的,antiquated; outdated,new-fashioned,old 表「老的；舊的」，fashion 表「式樣」，合起來表示「舊式的；過時的」。,106,,5
one-time,adjective,He became quite agitated when he was asked about his one-time criminal activity.,當被問到他過去的犯罪活動時，他變得非常激動。,過去的；從前的,previous,,one 可聯想 once（曾經），time 表「時間」，合起來表示「過去的；從前的」。,106,,4
ongoing,adjective,"The capital is calm, but ongoing disorder has been reported elsewhere.",首都很平靜，但據報導別處仍有不間斷的騷亂。,進行的；不間斷的,progressive; continuous,,on 表「在……」，go 表「進行」，-ing 形成形容詞，合起來表示「進行的；不間斷的」。,106,,4
openly,adverb,"I shall tell him openly that if he is not able to do it well, he may as well pack up.",我將坦率地告訴他，若他不能做好那件事，就不要做了。,公開地；公然地；坦率地,frankly,,open 表「打開」，-ly 是副詞字尾，合起來表示「公開地；公然地；坦率地」。,107,,5
operational,adjective,Are these machines operational yet?,這些機器可運作了嗎？,操作的；運作的,,,由名詞 operation（運轉；操作）加上 -al 形成形容詞，表示「操作的；運作的」。,107,,3
operative,adjective,The station will be operative again next month.,該車站將於下個月恢復使用。,操作的；有效的；使用著的,effective,inoperative,由動詞 operate（操作；運轉）去掉 e 加上 -ive 形成形容詞，表示「操作的；有效的；使用著的」。,107,,4
opposed,adjective,Their previously opposed views are beginning to converge.,他們原本相互對立的觀點開始趨於一致。,反對的；敵對的；對立的,,,由動詞 oppose（反對；反抗）加上 -d 形成形容詞，表示「反對的；敵對的；對立的」。,107,,5
oppress,verb,The tyrant who oppressed his people was finally overthrown.,那個壓迫人民的暴君終於被推翻。,壓迫；壓制,repress,relieve,字首 op- 可表「向」，press 表「壓」，合起來有「向下壓」的聯想，表示「壓迫；壓制」。,107,,5
oppression,noun,They did not crouch under oppression.,他們受壓迫而不屈服。,壓迫；壓制；壓抑,persecution; despotism,,由動詞 oppress（壓迫；壓制）加上 -ion 形成名詞，表示「壓迫；壓制；壓抑」。,107,,5
opt,verb,Freedom will allow us to opt our way of life.,自由將讓我們選擇自己的生活方式。,選擇,choose; prefer,,opt 本身就是「選擇」的字根，可直接聯想為「選擇」。,107,,5
optical,adjective,I thought I saw a ghost but it was just an optical illusion.,我以為我看見鬼了，但只是視覺的錯覺。,眼睛的；視力的；光學的,visual; seeing,,字根 optic 表「眼睛；視覺」，-al 是形容詞字尾，表示「眼睛的；視力的；光學的」。,107,,3
optimism,noun,Her mood varied from optimism at the very outset to extreme depression.,她的情緒由一開始的樂觀變為極度的沮喪。,樂觀主義；樂觀,enthusiasm,pessimism,字根 optim 表「最好；理想」，-ism 是名詞字尾，合起來表示「樂觀主義；樂觀」。,107,,5
optimistic,adjective,"He was always optimistic, even when things were at their worst.",他即使在最糟糕的時候也總是非常樂觀。,樂觀的,cheerful; happy,pessimistic,字根 optim 表「最好；理想」，-istic 是形容詞字尾，合起來表示「樂觀的」。,108,,5
optional,adjective,"I have no idea of what is in fashion, so my choice is quite optional.",我不知道現在流行什麼，因此我的選擇非常隨意。,隨意的；非必須的,elective,compulsory,option 意為「選擇」，-al 作形容詞字尾，表示「可選的」，引申為「隨意的；非必須的」。,108,,4
organized,adjective,He made an organized study of the problem.,他對這個問題做了有系統的研究。,有組織的；有系統的,systematic; organic,,由動詞 organize（組織；安排）加上 -d 形成形容詞，表示「有組織的；有系統的」。,108,,5
orient,verb,You should always be oriented towards doing your job well.,你應該永遠以做好工作為方向。,以……為方向或目的,,,字根 ori 表「太陽升起」，-ent 在此作動詞字尾，聯想「太陽上升指引東方」，引申為「以……為方向或目的」。,108,,5
Oriental,noun,The Orientals covet the right to shape their own destiny.,亞洲人渴望自己開創命運的權利。,東方人；亞洲人,easterner,,Orient 意為「東方」，-al 在此作名詞字尾表示「人」，合起來表示「東方人；亞洲人」。,108,,5
originally,adverb,"Originally, Sanford Carter was ashamed of becoming an army cook.",Sanford Carter 起初覺得在部隊裡當伙房兵是可恥的。,起初；原來,primitively,,由形容詞 original（最初的；本來的）加上 -ly 形成副詞，表示「起初；原來」。,108,,3
originate,verb,"I thought it would be easy, but a lot of problems have originated.",我本來認為那件事很容易，但卻產生許多問題。,發源；產生；引起,arise; begin,end,origin 意為「起源；由來」，-ate 是動詞字尾，合起來表示「發源；產生；引起」。,108,,5
outbreak,noun,There was an outbreak of laughter in the next room.,隔壁房間裡突然爆出一陣笑聲。,爆發,eruption; outburst,,由片語 break out（爆發）顛倒其中單字後合併，表示「爆發」。,108,,4
outdo,verb,She has determined to outdo her brother at work and games.,她下定決心要在工作和運動方面勝過她的哥哥。,超過；勝過,surpass; excel,,字首 out- 表「超越」，do 表「做」，聯想「做得超越某人」，表示「超過；勝過」。,108,,3
outgoing,adjective,She's a good person to invite to a party because she's very outgoing.,把她邀去派對是件好事，因為她很外向。,外向的；出發的,outbound; departing,incoming,由片語 go out（外出；出發）顛倒其中單字後合併，表示「外向的；出發的」。,108,,5
outnumber,verb,Our troops were completely outnumbered by the enemy.,敵軍在數量上完全超過我軍。,在數量上超過,exceed,,字首 out- 表「超」，number 意為「數量」，合起來表示「數量超過」。,109,,5
outset,noun,The teacher laid emphasis on the precision of the translation to us from the very outset.,老師從一開始就對我們強調翻譯的準確性。,最初；開始；開端,beginning; commencement,,由片語 set out（出發）顛倒其中單字後合併，表示「最初；開始；開端」。,109,,5
outsider,noun,"To an outsider this looks like an idyllic life, but in fact, it isn't.",門外漢會認為這像是一種田園式生活，但實際上不是。,門外漢；局外人,insider,,名詞 outside（外面；外部）加上表「人」的 -er，表示「外人；門外漢；局外人」。,109,,5
overdo,verb,"I knew he was trying to be helpful, but he rather overdid it.",我知道他想盡力幫忙，但做得過份。,做得過份,exaggerate; magnify,,over 表「過度」，do 表「做」，合起來表示「做得過份」。,109,,5
overeat,verb,Don't overeat or you'll easily get indigestion.,別吃得過飽，不然你就容易消化不良。,吃得過飽,,,over 表「過度」，eat 表「吃」，合起來表示「吃得過飽」。,109,,3
oversee,verb,The chief clerk oversees the work of the department.,組長負責監督該部門的工作。,監督,supervise; manage,,over 表「在外；在上」，see 表「觀察；看」，聯想「在上面觀看」，引申為「監督」。,109,,4
oversleep,verb,Today I overslept again and missed my usual bus.,今天我又睡過頭了，錯過我平常搭的公車。,睡太多；睡過頭,,,over 表「過度」，sleep 表「睡覺」，合起來表示「睡太多；睡過頭」。,109,,5
overturn,verb,The general overturned the last emperor of that country and established a republic.,該將軍推翻那個國家的末代皇帝，並建立了共和國。,翻轉；推翻,,,片語 turn over 意為「使翻倒；使顛覆」，將兩字顛倒後合在一起成為 overturn，表示「翻轉；推翻」。,109,,5
overwhelming,adjective,Now let me raise a single warning: ours is a very overwhelming opposition.,現在讓我提醒大家：我們是一個勢不可擋的反對黨。,壓倒的；勢不可擋的,predominating,,over- 可表「過度」，whelm 有「淹沒、壓倒」之意，-ing 形成形容詞，合起來表示「壓倒的；勢不可擋的」。,109,,5
overwork,verb,Take care not to overwork yourself.,當心不要工作過度。,工作過度；過分勞累,,,over 表「過度」，work 表「工作」，合起來表示「工作過度；過分勞累」。,110,,4
packing,noun,"On the outer packing please mark the wording, “Handle with care.”",請在外包裝上標明「小心輕放」的字樣。,包裝；包裝物,,,pack 意為「把……打包」，-ing 在此作名詞字尾，表示「包裝；包裝物」。,110,,3
pact,noun,A non-aggression pact was signed between the two countries.,這兩個國家簽訂互不侵犯條約。,協定；條約,covenant; treaty,,可與形似字 pack（背包）聯想：律師的 pack 裝滿了兩家公司簽訂的 pact。,110,,5
paddle,verb,They paddled a little boat leisurely along the river.,他們沿著河悠閒地划著一艘小船。,划槳；戲水,,,可與形似字 baddie、paddle 聯想，幫助記住 paddle 表示「划槳；戲水」。,110,,5
paid,adjective,All the employees of this firm are entitled to an annual paid leave of 15 days.,該公司全體員工每年有十五天有薪給的假期。,有薪水的；已付的,,,paid 為 pay（付款）的過去分詞，也可作形容詞表示「有薪水的；已付的」。,110,,5
partially,adverb,He is partially responsible for the event.,他對該事件負有部分責任。,部分地,,,partial 表「部分的」，加上 -ly 形成副詞，表示「部分地」。,110,,5
particle,noun,There wasn’t a particle of malice in what he said.,他說的話沒有一點惡意。,微粒；極小量,minimum,,part 表「部分」，-icle 是名詞字尾表示「小的事物」，合起來表示「微粒；極小量」。,110,,4
partly,adverb,I went to Beijing partly for work and partly for pleasure.,我去北京一部分是為了工作，一部分也是為了玩。,部分地,,entirely; wholly,part 表「部分」，-ly 是副詞字尾，合起來表示「部分地」。,110,,5
part-time,adjective,Our teacher is a part-time professor.,我們的老師是兼職教授。,兼職的,,,part 表「部分」，time 表「時間」，合起來表示「一天之中的部分時間」，因此有「兼職的」之意。,110,,3
passing,adjective,Sometimes I have a passing fancy that one day I could be a pop star.,我有時候偶爾會幻想有一天會成為一名巨星。,短暫的；偶然的,transient,,pass 表「通過；流逝」，-ing 形成形容詞，聯想為「一閃而過的」，表示「短暫的；偶然的」。,110,,5
