word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
serial,adjective,The new serial thriller begins at 8:00 this evening.,新的系列驚悚片將於今晚八時開始播出。,連續的；一系列的,consecutive; sequential,,可與 serious 聯想區分：serial 指連續的、一系列的。,131,,4
seriously,adverb,You should take your responsibilities seriously.,你們應該認真地看待自己的職責。,認真地；嚴肅地；嚴重地,,,由 serious 加 -ly 形成副詞，因此表示認真地、嚴肅地、嚴重地。,131,,4
setting,noun,"With the setting of the sun, night comes silently.",隨著太陽的落下，夜晚悄悄地來臨。,沈落；落下,rising,,由 set（落、下沉）加 -ing 形成名詞，因此表示沈落、落下。,131,,5
shareholder,noun,He resigned in the face of mounting pressure from the shareholders.,他因股東日益增長的壓力而辭職。,股東,,,share 表「股份、股票」，holder 表「持有者」，合起來就是股票持有者，即股東。,131,,5
shed,verb,There is no point in shedding tears now because it's too late to change your mind.,你現在流淚是無用的，因為你改變主意已太遲了。,流出；散發,,,可與 shade 聯想：shed 有流出、散發之意。,131,,5
sheer,adjective,He's so impatient that this long wait is sheer purgatory for him.,他毫無耐性，長時間的等待對他來說完全是煎熬。,完全的；徹底的,entire; complete,,可與 share 聯想區分：sheer 表完全的、徹底的。,131,,4
shield,verb,He tried to lie to the court to shield his friend.,他試圖對法庭說謊以包庇他的朋友。,庇護；包庇,defend; protect,,可與 field 聯想區分：shield 指庇護、保護。,131,,5
shining,adjective,A shining surface will reflect sunlight.,光亮的表面能反射太陽光。,光亮的；華麗的,luminous,dark; dim,由 shine 去 e 加 -ing 形成形容詞，因此表示光亮的、華麗的。,131,,5
shipment,noun,The goods must be inspected by the Taiwan Commodity Inspection Bureau before shipment.,這批貨在裝運前必須通過台灣商品檢驗局的檢查。,裝運；裝載的貨物,delivery; cargo,,由 ship 加 -ment 形成名詞，因此表示裝運、裝載的貨物。,131,,3
shipping,noun,They have agreed to postpone the shipping date.,他們已同意延後運送日期。,運輸；運送,,,由 ship 加 -ing 形成名詞，因此表示運輸、運送。,131,132,5
shiver,verb,"As the temperature dropped abruptly, we were shivering.",由於氣溫驟降，我們冷得發抖。,發抖；顫抖,shake; quake,,可與 shaver 聯想區分：shiver 表發抖、顫抖。,132,,4
shocking,adjective,What you did was so shocking that I can hardly describe it.,你的行為實在令人震驚，我幾乎無法形容。,令人震驚的,surprising; alarming,,由 shock 加 -ing 形成形容詞，因此表示令人震驚的。,132,,5
shooting,noun,He won a gold medal for shooting.,他在射擊比賽中獲得金牌。,發射；射擊,,,由 shoot 加 -ing 形成名詞，因此表示發射、射擊。,132,,5
