word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
bully,verb,"It is wrong of you to bully that orphan; instead, you should be friendly towards him.",你不該欺負那個孤兒，而應該對他友善。,威嚇；脅迫；欺負,threat; tease,,bully 原指仗勢欺人的人，作動詞表示恐嚇、欺負。,31,,5
burial,noun,The burial took place last Sunday with about 40 people attending.,葬禮於上週日舉行，大約四十人出席。,埋葬；葬禮；墓地,funeral; entombment,,bury（埋葬）去 y 加 -ial 形成名詞 burial，表示埋葬、葬禮。,31,,5
burning,adjective,The failure is really a burning disgrace and I can't accept it.,這次失敗真的是奇恥大辱，我不能接受。,燃燒的；火熱的；強烈的,blazing; flaming,,burn（燒）加 -ing 形成形容詞，表示燃燒的、火熱的，也可引申為強烈的。,31,,5
bypass,noun,"The city center is crowded right now, so what about taking the bypass?",市中心現在很擁擠，所以走旁邊的路怎麼樣？,旁路；小路,,,pass by 是「經過」，顛倒組合成 bypass，可聯想到繞過主路的旁路。,31,,4
byte,noun,Byte is a computer term.,位元組是一個電腦術語。,位元組,,,byte 是電腦資料單位，可聯想 bite 的發音；8 bits 通常組成 1 byte。,31,,3
caffeine,noun,She drinks something with caffeine in it every day - 88% of Americans do.,她每天都喝含咖啡因的東西——百分之八十八的美國人也是這樣的。,咖啡因；咖啡鹼,,,caffeine 的讀音和中文「咖啡因」接近，可直接聯想記憶。,31,,5
calculated,adjective,This movie which talks about mid-life crisis is calculated to appeal to people in their thirties and forties.,這部討論中年危機的電影專為三十多歲和四十多歲的人製作。,先計畫的；專為……而做的,intentional; premeditated,accidental,calculate（計算、策劃）加 -d 形成形容詞，可表示事先計畫的、蓄意的。,31,,5
calorie,noun,The most popular form of weight control is watching one's diet and counting calories.,最普遍的控制體重方法是注意飲食和計算卡路里。,卡路里（熱量單位）,,,calorie 的讀音近似中文「卡路里」，可直接聯想。,31,,5
capability,noun,He has capabilities as a pianist.,他有成為鋼琴家的能力。,能力；動能；潛力,capacity; potentiality,,capable（有能力的）去 e 加 -ility 形成 capability，表示能力、潛力。,31,,5
captive,adjective,The man who burgled was held captive for almost 3 months.,那個入室行竊的男子被監禁近三個月。,被俘的；受監禁的；被迷住的,confined; imprisoned,free,cap 可聯想到「罩住、限制」，captive 就是被限制自由、被俘或受監禁的。,32,,4
captivity,noun,Dolphins kept in captivity may not survive long.,被囚禁的海豚可能活不久。,囚禁；被俘,imprisonment; bondage,freedom,captive 是「被俘的」，加 -ity 變名詞，表示囚禁、被俘的狀態。,32,,4
cardboard,noun,The box which is made of cardboard is flimsy.,這個用硬紙板製成的箱子不結實。,硬紙板,,,card 表「紙片、卡片」，board 表「厚板」，合起來就是硬紙板。,32,,4
carefree,adjective,Many youngsters have a carefree attitude towards life nowadays.,現在有許多年輕人對生活具有無憂無慮的態度。,無憂無慮的；輕鬆愉快的,unworried,worried; anxious,care 有「擔憂」之意，free 表「沒有」，carefree 就是沒有煩惱、無憂無慮的。,32,,5
caring,adjective,"In a caring society, everybody is very friendly and helpful.",在有愛心的社會裡，每個人都很友善且樂於助人。,有愛心的；深情的,affectionate; fond,heartless,care 加 -ing 形成形容詞，可表示有愛心、關懷他人的。,32,,5
carol,noun,The children sang Christmas carols on Christmas Day.,小朋友在耶誕節當天唱耶誕頌歌。,頌歌；聖誕頌歌；歡樂之歌,chant; hymn,,carol 常和 Christmas 一起出現，指耶誕頌歌，也可泛指歡樂之歌。,32,,5
carrier,noun,The mail carrier in this town is an honest man.,這鎮上的郵差是個誠實的人。,運送人；搬運工；郵差,porter,,carry 是「運送」，加表示人的 -er，carrier 就是運送者、搬運者。,32,,5
category,noun,The librarian arranged the books according to their different categories.,圖書館員依照書籍的不同種類加以整理。,種類；類目,classification; division,,category 就是把事物依特性分成的「種類、類目」。,32,,5
caution,noun,You must exercise extreme caution while doing this job.,做這份工作時，你必須特別小心。,小心；警告；告誡,carefulness,carelessness,caution 常和 exercise 搭配，exercise caution 表示「保持小心、謹慎」。,32,,4
cautious,adjective,You should be cautious in your choice of words when talking with him.,和他說話時，你應該小心措辭。,小心的；謹慎的,careful; prudent,careless; rash,caution 去 -ion 加 -ous 形成形容詞 cautious，表示小心、謹慎的。,32,,5
ceasefire,noun,Politicians are demanding a ceasefire in Lebanon.,政治人物要求在黎巴嫩停火。,停火；停戰,,,cease 是「停止」，fire 是「砲火」，合起來就是停火、停戰。,33,,5
celebrated,adjective,Prague is celebrated for its historic buildings.,布拉格是以古建築而著名的城市。,著名的；馳名的,eminent; famous,infamous,celebrate 的字根帶有「著名」之意，celebrated 作形容詞就是著名的。,33,,5
celebrity,noun,I can't understand why so many people show great interest in the scandals of celebrities.,我不明白為何那麼多人對名人的醜聞感興趣。,名人；名聲；著名,notable; fame,,celebr- 表「著名」，加 -ity 變名詞，可指名人、名聲、著名。,33,,5
cemetery,noun,This cemetery is where some of the state's most notable citizens are buried.,這個墓地埋葬該州最知名的人士。,公墓；墓地,graveyard; burial,,cemetery 可和 cement 聯想：墓園常有水泥墓碑，幫助記憶。,33,,5
centered,adjective,Is Antarctica a continent centered roughly on the South Pole?,南極洲是一片大致以南極為中心的大陸嗎？,有圓心的；位於中心的,,,center 作動詞有「居中」之意，加 -ed 形成 centered，表示位於中心的。,33,,3
certainty,noun,We don't know with certainty if he will come tomorrow.,我們並不確定他明天是否會來。,確實；必然,absoluteness,doubt; uncertainty,certain 是「確定的」，加 -ty 變名詞，certainty 表示確實、必然。,33,,5
challenged,adjective,This library has facilities for the challenged children.,這圖書館備有為殘疾兒童提供的設施。,殘障的（婉轉說法）,disabled,healthy,challenge 加 -ed 作形容詞，原意是「受到挑戰的」，委婉引申為殘障的。,33,,3
challenger,noun,The champion stared at the challenger with anger.,冠軍氣憤地盯著挑戰者。,挑戰人；挑戰物,rival; contender,defender,challenge 加表示人的 -er，challenger 就是挑戰者。,33,,5
challenging,adjective,What they are talking about is a challenging issue.,他們所討論的是發人深省的問題。,挑戰性的；發人深省的,intriguing; thought-provoking,,challenge 加 -ing 形成形容詞，表示具挑戰性、發人深省的。,33,,5
champagne,noun,They opened a bottle of champagne to celebrate their success.,他們開了一瓶香檳酒以慶祝成功。,香檳酒；香檳色,,,champagne 常指用來慶祝時飲用的香檳酒，也可指香檳色。,33,,3
chant,noun,This music is largely derived from the traditional Gregorian chant.,這首音樂主要源自傳統的葛利果聖歌。,吟誦；聖歌,ballad; cant,,chant 常指有節奏地反覆吟誦或宗教聖歌。,34,,5
characterize,verb,"I'm characterized as lacking attention to details, so I should be more meticulous from now on.",我的特點是缺乏對細節的注意，所以從現在起應該更小心翼翼。,描繪特性；具有某特徵,depict; portray,,character 加 -ize 變動詞，表示「描繪特性、使具有某種特徵」。,34,,4
charitable,adjective,"His charitable efforts, particularly in distributing quilts to those in need, show a kind heart.",他的慈善工作，特別是發棉被給有需要的人時，展現他的另一面。,慈善的；寬容的,benevolent,malevolent,charity 是「慈善」，去 y 加 -able 形成 charitable，表示慈善的、寬容的。,34,,3
charter,noun,The statistics show that last year 3 million passengers flew on chartered airplanes.,統計顯示去年搭乘包機的旅客有三百萬人。,特許狀；包租；包機,alliance; rent,,charter 可指特許狀，也可指包租交通工具；chartered airplane 就是包機。,34,,4
chartered,adjective,"This chartered bank is one of the world's most international banks, employing more than 67,000 people.",這家特許銀行是世界上最國際化的銀行之一，聘用超過六萬七千名員工。,受特許的；包租的,,,charter 加 -ed 形成形容詞，表示經特許的或包租的。,34,,4
checkbook,noun,Checkbooks are less used nowadays.,現在很少人在用支票簿。,支票簿,chequebook,,check 在此指「支票」，book 是「簿子」，checkbook 就是支票簿。,34,,3
checked,adjective,He bought her a checked muffler as a Christmas present.,他買給她一條格子花紋的圍巾當作耶誕禮物。,格子花紋的,,,check 可指方格圖案，加 -ed 形成 checked，表示格子花紋的。,34,,3
chef,noun,The chef is not interested in Italian food.,這名廚師對義大利食物不感興趣。,主廚；大師傅,cook,,chef 常指餐廳的主廚，可聯想 chief（主要的）來記。,34,,4
chestnut,noun,The chestnut was once one of the most common and significant tree species in eastern United States.,栗樹曾經是美國東部最普遍、最重要的樹種之一。,栗子；栗樹,,,chestnut 可拆成 chest + nut；nut 是堅果，因此可聯想栗子。,34,,5
chirp,noun,It is a happy awakening by the sweet chirps of birds in the morning.,早晨被鳥兒甜美的啁啾聲喚醒是一件快樂的事。,啁啾聲；唧唧聲；鳴啼聲,,,chirp 的聲音很像小鳥短促發出的啁啾聲，直接用聲音聯想記憶。,34,35,5
chord,noun,This film struck a chord for people who had a similar experience.,這部電影觸動了那些有類似經歷的人們的心弦。,心弦；感情,,,chord 可和 cord（細繩）聯想；心弦就像心中的弦被觸動。,35,,5
chuck,verb,She grew weary of her job and chucked it in.,她對工作感到厭倦，就辭職不幹了。,輕聲；輕拍；辭職,pat; tap; quit,,chuck 可聯想到 chunk（大塊）；也常見 chuck it in 表示辭掉、不幹。,35,,5
chuckle,verb,The couple chuckled over the photographs which they took twenty years ago.,這對夫婦看著他們二十年前的相片，咯咯地笑了起來。,咯咯地笑；輕聲地笑,giggle; smile,,chuckle 由 chuck 加 -le，可聯想到輕聲、短促地笑。,35,,5
chunk,noun,"If you complete a fair chunk of your homework, you can watch TV.",如果你完成了功課的一大部分，就可以看電視。,大塊；相當大的部分,bulk; mass,,chunk 可和 chuck 聯想，表示一大塊或相當大的部分。,35,,3
circuit,noun,It takes a year for the earth to make its circuit of the sun.,地球繞太陽一周為一年。,環道；一周；電路,circle; tour,,circ- 有「圓、環」之意，circuit 就是一周、環道，也可指電路。,35,,4
cite,verb,The boy was cited for doing a good job in the exam.,這個男孩因在考試中表現良好而受到表揚。,引用；表揚,quote; mention,,cite 表示「引述、提及」，也可表示因表現而受到表揚。,35,,5
civic,adjective,It's our civic duty to protect the environment.,保護環境是每個公民的義務。,城市的；市民的；公民的,metropolitan; urban,rural,civ- 與 citizen 有關，civic 因此表示公民的、市民的。,35,,5
clamp,verb,The police are clamping down on drug trafficking.,警方強力取締毒品走私。,夾住；強行壓制或取締,brace; fasten,,clamp 是夾具；clamp down on 常表示強力壓制、取締。,35,,5
clarity,noun,I remember with clarity that you told me you wouldn't come.,我清楚記得你告訴我你不會來。,清楚；明晰；清澈,lucidity; limpidity,mistiness,clar- 表「清楚、明白」，加 -ity 變名詞，clarity 就是清楚、明晰。,35,,5
